District,Date,Month-year,split,denv4,Year,AvgTemp_lag_3,Month_sin,Month_cos,PopulationDensity,MonthlyPrevailingWindDir_ENE,Rainfall_lag_2,MonthlyAvgSunshineHours_lag_1,denv1_lag_1,Humidity_lag_1,Log_NoOfDenguePatients
BARISHAL,2017-04-01,17-Apr,train,0,2017,29.68012642736792,0.8660254037844387,-0.4999999999999998,923,0,317.5925347272221,7.567888286813568,4.0,79.59679618342149,1.0986122886681096
BARISHAL,2017-05-01,17-May,train,0,2017,27.89605781277726,0.4999999999999999,-0.8660254037844387,923,0,472.5534930020013,5.687450841608389,4.0,84.84469371788352,0.0
BARISHAL,2017-06-01,17-Jun,train,0,2017,30.45989426880155,1.2246467991473532e-16,-1.0,923,0,442.7177268203416,5.356940460068659,4.0,84.79014856457466,0.0
BARISHAL,2017-07-01,17-Jul,train,0,2017,25.78684379566056,-0.4999999999999997,-0.8660254037844388,923,0,361.8808406364118,5.741456611300546,4.0,80.97938509543802,1.0986122886681096
BARISHAL,2017-08-01,17-Aug,train,0,2017,26.376246702726768,-0.8660254037844384,-0.5000000000000004,923,0,377.9433344968633,7.323802744963928,4.0,84.5718441555177,0.0
BARISHAL,2017-09-01,17-Sep,train,0,2017,25.5710072643967,-1.0,-1.8369701987210294e-16,923,0,247.4674738484462,7.2565494236415775,4.0,74.82627833533681,0.0
BARISHAL,2017-10-01,17-Oct,train,0,2017,25.03596330879885,-0.8660254037844386,0.5000000000000001,923,0,90.97229219655276,7.8913065449741,4.0,77.24540882937914,0.6931471805599453
BARISHAL,2017-11-01,17-Nov,train,0,2017,23.687037090492346,-0.5000000000000004,0.8660254037844384,923,0,48.43530128288659,8.101105711763177,4.0,68.81705351042568,0.0
BARISHAL,2017-12-01,17-Dec,train,0,2017,24.525608919867608,-2.4492935982947064e-16,1.0,923,0,4.289522843096222,7.9673209434877545,4.0,65.22737114308408,1.0986122886681096
BARISHAL,2018-01-01,18-Jan,train,0,2018,27.05208165876094,0.4999999999999999,0.8660254037844387,923,0,125.32414559936404,8.110723422521948,4.0,72.561598874773,0.0
BARISHAL,2018-02-01,18-Feb,train,0,2018,27.182624104022647,0.8660254037844386,0.5000000000000001,923,0,141.87729103208343,8.87366587288972,26.0,74.25233003874682,0.0
BARISHAL,2018-03-01,18-Mar,train,0,2018,30.091764107198678,1.0,6.123233995736766e-17,923,1,230.63412863212076,7.930936841640487,26.0,78.10767575152927,0.0
BARISHAL,2018-04-01,18-Apr,train,0,2018,29.505477769743933,0.8660254037844387,-0.4999999999999998,923,0,364.29210051557,6.334318115645486,26.0,83.81521225767655,1.0986122886681096
BARISHAL,2018-05-01,18-May,train,0,2018,30.629690546060438,0.4999999999999999,-0.8660254037844387,923,0,411.15506243406566,6.411878674617833,26.0,83.00419150727548,0.0
BARISHAL,2018-06-01,18-Jun,train,0,2018,30.733500359640434,1.2246467991473532e-16,-1.0,923,0,443.0691970273831,5.711429189818184,26.0,84.84205906591394,0.0
BARISHAL,2018-07-01,18-Jul,train,0,2018,28.289002431970665,-0.4999999999999997,-0.8660254037844388,923,0,362.544412882614,5.577144355310685,26.0,82.64503183820182,1.0986122886681096
BARISHAL,2018-08-01,18-Aug,train,0,2018,26.145482352418764,-0.8660254037844384,-0.5000000000000004,923,0,344.64716350961544,7.257432297161761,26.0,76.33069171641152,0.0
BARISHAL,2018-09-01,18-Sep,train,0,2018,25.44515614751698,-1.0,-1.8369701987210294e-16,923,0,252.19783020099223,7.895033973842051,26.0,74.87779754173366,0.0
BARISHAL,2018-10-01,18-Oct,train,0,2018,24.967981278292868,-0.8660254037844386,0.5000000000000001,923,0,152.17844174413563,8.273722142217363,26.0,75.99100286827615,0.6931471805599453
BARISHAL,2018-11-01,18-Nov,train,0,2018,23.538303514887147,-0.5000000000000004,0.8660254037844384,923,0,99.19950624827777,8.073357952596313,26.0,69.33567043639731,0.0
BARISHAL,2018-12-01,18-Dec,train,0,2018,24.881489957192258,-2.4492935982947064e-16,1.0,923,0,146.08364926983546,8.304750595743235,26.0,64.13482835626628,1.0986122886681096
BARISHAL,2019-01-01,19-Jan,train,0,2019,25.174700771787553,0.4999999999999999,0.8660254037844387,923,0,107.40044284051956,8.690553219780126,26.0,63.859030687187044,0.0
BARISHAL,2019-02-01,19-Feb,train,0,2019,27.946312985711597,0.8660254037844386,0.5000000000000001,923,0,110.29353388388068,8.019806372409702,8.0,76.63961650833457,0.6931471805599453
BARISHAL,2019-03-01,19-Mar,train,0,2019,28.88695861362179,1.0,6.123233995736766e-17,923,0,306.6711603221125,7.010450209172509,8.0,76.59899087743753,0.6931471805599453
BARISHAL,2019-04-01,19-Apr,train,0,2019,29.36241648109459,0.8660254037844387,-0.4999999999999998,923,0,290.3127615491423,5.971197184245515,8.0,78.79118598323731,1.0986122886681096
BARISHAL,2019-05-01,19-May,train,0,2019,30.129317645512835,0.4999999999999999,-0.8660254037844387,923,0,491.55155370654677,6.21985824284795,8.0,83.7438836733723,0.0
BARISHAL,2019-06-01,19-Jun,train,0,2019,29.593156127910962,1.2246467991473532e-16,-1.0,923,0,464.62730531122673,6.627643369116509,8.0,80.68540932603618,3.610917912644224
BARISHAL,2019-07-01,19-Jul,train,0,2019,28.948474757288615,-0.4999999999999997,-0.8660254037844388,923,0,416.438439450955,5.728079165513371,8.0,87.83986376641845,4.795790545596741
BARISHAL,2019-08-01,19-Aug,train,0,2019,26.410366840835565,-0.8660254037844384,-0.5000000000000004,923,0,344.023976885059,6.995908187566249,8.0,79.44547325053848,5.062595033026967
BARISHAL,2019-09-01,19-Sep,train,0,2019,24.69611844501249,-1.0,-1.8369701987210294e-16,923,0,213.11899486147507,7.555352438813107,8.0,79.22346435217437,6.683360945766275
BARISHAL,2019-10-01,19-Oct,train,0,2019,25.76261835226384,-0.8660254037844386,0.5000000000000001,923,1,213.5433879869489,8.14178793929254,8.0,72.38561457605897,6.0063531596017325
BARISHAL,2019-11-01,19-Nov,train,0,2019,23.99084703418928,-0.5000000000000004,0.8660254037844384,923,0,71.7489752373067,8.750605658771466,8.0,72.18435081354754,5.017279836814924
BARISHAL,2019-12-01,19-Dec,train,0,2019,23.831486009943994,-2.4492935982947064e-16,1.0,923,0,89.37610349100602,8.148649265418529,8.0,68.08015168328082,5.017279836814924
BARISHAL,2020-01-01,20-Jan,train,0,2020,26.322703890988787,0.4999999999999999,0.8660254037844387,923,0,156.17550932973379,7.516567073930652,8.0,71.33083194007622,1.3862943611198906
BARISHAL,2020-02-01,20-Feb,train,0,2020,27.724418439636906,0.8660254037844386,0.5000000000000001,923,0,156.51527657262696,7.56899039085137,0.0,74.22209726084932,1.3862943611198906
BARISHAL,2020-03-01,20-Mar,train,0,2020,27.805157771864323,1.0,6.123233995736766e-17,923,1,250.63351571998248,7.582918998342679,0.0,78.62893486366177,0.0
BARISHAL,2020-04-01,20-Apr,train,0,2020,29.7948120756462,0.8660254037844387,-0.4999999999999998,923,1,291.69962458249677,6.430574420086704,0.0,81.74683993948207,1.0986122886681096
BARISHAL,2020-05-01,20-May,train,0,2020,30.410527419287952,0.4999999999999999,-0.8660254037844387,923,0,353.6849854945768,5.961903735700293,0.0,83.15501977027901,0.0
BARISHAL,2020-06-01,20-Jun,train,0,2020,29.902813936777118,1.2246467991473532e-16,-1.0,923,0,353.7313004083206,5.252616449974941,0.0,90.65085435865691,0.0
BARISHAL,2020-07-01,20-Jul,train,0,2020,28.495593650551207,-0.4999999999999997,-0.8660254037844388,923,0,396.507470918537,7.2145989656138205,0.0,80.25634931960303,1.0986122886681096
BARISHAL,2020-08-01,20-Aug,train,0,2020,25.75429592979194,-0.8660254037844384,-0.5000000000000004,923,0,386.3884159714123,7.207882553864419,0.0,79.7057832116004,0.0
BARISHAL,2020-09-01,20-Sep,train,0,2020,25.612556907976842,-1.0,-1.8369701987210294e-16,923,0,282.85944983591185,7.767835063588433,0.0,75.33493255167578,0.0
BARISHAL,2020-10-01,20-Oct,train,0,2020,24.258032311917283,-0.8660254037844386,0.5000000000000001,923,0,65.30942893414247,8.417803961895201,0.0,72.18044843825871,0.6931471805599453
BARISHAL,2020-11-01,20-Nov,train,0,2020,24.245741532049497,-0.5000000000000004,0.8660254037844384,923,0,147.12775009091328,8.513434258561306,0.0,67.67447912979223,0.0
BARISHAL,2020-12-01,20-Dec,train,0,2020,25.111373790424903,-2.4492935982947064e-16,1.0,923,0,115.2310498361384,8.46136742034468,0.0,67.50831820234083,1.0986122886681096
BARISHAL,2021-01-01,21-Jan,train,0,2021,26.74690892736172,0.4999999999999999,0.8660254037844387,923,0,70.61473731475965,8.273574062703323,0.0,67.78189387511827,0.0
BARISHAL,2021-02-01,21-Feb,train,0,2021,28.954562606248917,0.8660254037844386,0.5000000000000001,923,1,211.94261906321432,7.514346558731475,0.0,68.46132738038078,1.0986122886681096
BHOLA,2017-04-01,17-Apr,train,0,2017,29.178800645289208,0.8660254037844387,-0.4999999999999998,568,0,294.0705097086385,7.517700108693868,4.0,78.19973233090931,0.0
BHOLA,2017-05-01,17-May,train,0,2017,28.939572916332498,0.4999999999999999,-0.8660254037844387,568,0,495.1267834208518,6.011743154007119,4.0,79.26065526258847,0.0
BHOLA,2017-06-01,17-Jun,train,0,2017,28.303265451221556,1.2246467991473532e-16,-1.0,568,0,409.2448979018328,5.592639015672786,4.0,77.35482282737446,0.0
BHOLA,2017-07-01,17-Jul,train,0,2017,27.823129259505443,-0.4999999999999997,-0.8660254037844388,568,0,463.8186378778796,6.084210663457362,4.0,81.9711209919354,0.0
BHOLA,2017-08-01,17-Aug,train,0,2017,25.710573239801064,-0.8660254037844384,-0.5000000000000004,568,0,296.3588229808744,5.948426726233673,4.0,79.0640528199656,0.0
BHOLA,2017-09-01,17-Sep,train,0,2017,24.53112974948303,-1.0,-1.8369701987210294e-16,568,0,319.3712439511663,7.607027085152966,4.0,75.16152516341164,0.6931471805599453
BHOLA,2017-10-01,17-Oct,train,0,2017,24.40412030433713,-0.8660254037844386,0.5000000000000001,568,0,286.42593064461437,7.090997023071645,4.0,71.71832159586033,0.0
BHOLA,2017-11-01,17-Nov,train,0,2017,22.51219639417467,-0.5000000000000004,0.8660254037844384,568,0,62.16633697253943,8.361312472684265,4.0,59.370662874991744,0.0
BHOLA,2017-12-01,17-Dec,train,0,2017,23.174932683693203,-2.4492935982947064e-16,1.0,568,0,86.98480926959758,8.516874188838653,4.0,61.49468862293505,0.0
BHOLA,2018-01-01,18-Jan,train,0,2018,24.35133270924134,0.4999999999999999,0.8660254037844387,568,0,59.34007460071166,8.073163149833446,4.0,71.87981697712343,0.0
BHOLA,2018-02-01,18-Feb,train,0,2018,26.194041174429888,0.8660254037844386,0.5000000000000001,568,0,185.30050842240462,7.603124583682198,26.0,66.05049261346615,0.0
BHOLA,2018-03-01,18-Mar,train,0,2018,26.854231449314153,1.0,6.123233995736766e-17,568,0,235.56015345236557,7.067702973391568,26.0,74.51150570991125,0.0
BHOLA,2018-04-01,18-Apr,train,0,2018,28.646519836614264,0.8660254037844387,-0.4999999999999998,568,0,327.481627802445,6.255261058154884,26.0,76.59227537174601,0.0
BHOLA,2018-05-01,18-May,train,0,2018,29.041989415879346,0.4999999999999999,-0.8660254037844387,568,0,465.49925157002406,5.6541094132087,26.0,81.55171524299736,0.0
BHOLA,2018-06-01,18-Jun,train,0,2018,28.202175175052393,1.2246467991473532e-16,-1.0,568,0,471.8452352834233,5.4591264039208145,26.0,81.37102630895698,0.0
BHOLA,2018-07-01,18-Jul,train,0,2018,27.89527835998421,-0.4999999999999997,-0.8660254037844388,568,0,413.2456350345582,6.513278018818528,26.0,83.34202268965299,0.0
BHOLA,2018-08-01,18-Aug,train,0,2018,26.78406882889334,-0.8660254037844384,-0.5000000000000004,568,0,418.21122461249877,6.048260141012916,26.0,80.12238774778277,0.0
BHOLA,2018-09-01,18-Sep,train,0,2018,23.610112764056552,-1.0,-1.8369701987210294e-16,568,0,346.1416515543334,6.564429446754261,26.0,72.511301238057,0.6931471805599453
